exchangeCode,symbolCode,interval,date,open,high,low,close,volume,symbol,exchange,download_timestamp
AMEX,AAUM,d,2025-12-15,24.3157,24.3157,24.3157,24.3157,100,AAUM,AMEX,2026-01-14 08:49:39.791829
AMEX,AAUM,d,2025-12-16,24.45,24.45,24.3674,24.3674,100,AAUM,AMEX,2026-01-14 08:49:39.791829
AMEX,AAUM,d,2025-12-17,24.0441,24.0441,24.0441,24.0441,100,AAUM,AMEX,2026-01-14 08:49:39.791829
AMEX,AAUM,d,2025-12-18,24.2274,24.2274,24.2274,24.2274,100,AAUM,AMEX,2026-01-14 08:49:39.791829
AMEX,AAUM,d,2025-12-19,24.2421,24.2421,24.2421,24.2421,100,AAUM,AMEX,2026-01-14 08:49:39.791829
AMEX,AAUM,d,2025-12-22,24.7021,24.7021,24.7021,24.3674,0,AAUM,AMEX,2026-01-14 08:49:39.791829
AMEX,AAUM,d,2025-12-23,24.6739,24.6739,24.6739,24.6739,100,AAUM,AMEX,2026-01-14 08:49:39.791829
AMEX,AAUM,d,2025-12-24,24.7171,24.7171,24.7171,24.7171,100,AAUM,AMEX,2026-01-14 08:49:39.791829
AMEX,AAUM,d,2025-12-26,24.7341,24.7341,24.7341,24.7341,100,AAUM,AMEX,2026-01-14 08:49:39.791829
AMEX,AAUM,d,2025-12-29,24.7967,24.7967,24.7967,24.7967,100,AAUM,AMEX,2026-01-14 08:49:39.791829
AMEX,AAUM,d,2025-12-30,24.6411,24.6411,24.6411,24.6411,100,AAUM,AMEX,2026-01-14 08:49:39.791829
AMEX,AAUM,d,2025-12-31,24.4798,24.4798,24.4798,24.4798,100,AAUM,AMEX,2026-01-14 08:49:39.791829
AMEX,AAUM,d,2026-01-02,24.7711,24.7711,24.7711,24.7711,100,AAUM,AMEX,2026-01-14 08:49:39.791829
AMEX,AAUM,d,2026-01-05,25.5868,25.5868,25.5868,25.5868,100,AAUM,AMEX,2026-01-14 08:49:39.791829
AMEX,AAUM,d,2026-01-06,25.906,25.906,25.906,25.906,100,AAUM,AMEX,2026-01-14 08:49:39.791829
AMEX,AAUM,d,2026-01-07,25.45,25.455,25.45,25.455,100,AAUM,AMEX,2026-01-14 08:49:39.791829
AMEX,AAUM,d,2026-01-08,25.4006,25.4006,25.4006,25.4006,100,AAUM,AMEX,2026-01-14 08:49:39.791829
AMEX,AAUM,d,2026-01-09,25.6098,25.6098,25.6098,25.6098,100,AAUM,AMEX,2026-01-14 08:49:39.791829
AMEX,AAUM,d,2026-01-12,25.6484,25.6484,25.6484,24.7171,0,AAUM,AMEX,2026-01-14 08:49:39.791829
AMEX,AAUM,d,2026-01-13,25.2001,25.2001,25.2001,25.2001,100,AAUM,AMEX,2026-01-14 08:49:39.791829
